,index,filename,chisquare_distance
0,1347,image_1349.jpg,2463.84
1,332,image_0333.jpg,2496.17
2,321,image_0322.jpg,2518.36
3,611,image_0612.jpg,2577.48
4,67,image_0068.jpg,2592.13
5,496,image_0497.jpg,2745.9
6,874,image_0875.jpg,2806.26
7,586,image_0587.jpg,2811.19
8,88,image_0089.jpg,2839.04
9,290,image_0291.jpg,2844.02
10,1276,image_1277.jpg,2847.74
11,315,image_0316.jpg,2850.08
12,857,image_0858.jpg,2883.69
13,1323,image_1325.jpg,2893.91
14,947,image_0948.jpg,2895.57
15,103,image_0104.jpg,2911.38
16,843,image_0844.jpg,2917.96
17,1295,image_1296.jpg,2968.97
18,590,image_0591.jpg,2989.58
19,816,image_0817.jpg,2991.12
20,362,image_0363.jpg,3023.64
21,873,image_0874.jpg,3043.76
22,1214,image_1215.jpg,3045.35
23,1235,image_1236.jpg,3051.77
24,844,image_0845.jpg,3055.85
25,83,image_0084.jpg,3077.58
26,525,image_0526.jpg,3081.58
27,854,image_0855.jpg,3119.73
28,819,image_0820.jpg,3121.66
29,74,image_0075.jpg,3152.07
30,95,image_0096.jpg,3162.15
31,110,image_0111.jpg,3166.73
32,1307,image_1308.jpg,3228.23
33,544,image_0545.jpg,3251.13
34,811,image_0812.jpg,3267.86
35,1200,image_1201.jpg,3275.25
36,100,image_0101.jpg,3326.81
37,1030,image_1031.jpg,3328.15
38,1005,image_1006.jpg,3394.87
39,1208,image_1209.jpg,3406.27
40,595,image_0596.jpg,3410.95
41,719,image_0720.jpg,3426.63
42,199,image_0200.jpg,3463.54
43,596,image_0597.jpg,3464.65
44,941,image_0942.jpg,3528.16
45,121,image_0122.jpg,3550.43
46,1197,image_1198.jpg,3558.57
47,804,image_0805.jpg,3633.25
48,206,image_0207.jpg,3646.33
49,842,image_0843.jpg,3672.0
50,851,image_0852.jpg,3674.89
51,1230,image_1231.jpg,3683.46
52,364,image_0365.jpg,3724.09
53,207,image_0208.jpg,3770.23
54,260,image_0261.jpg,3792.25
55,565,image_0566.jpg,3808.75
56,144,image_0145.jpg,3824.86
57,1257,image_1258.jpg,3834.03
58,344,image_0345.jpg,3892.57
59,534,image_0535.jpg,3907.12
60,96,image_0097.jpg,3998.22
61,363,image_0364.jpg,3999.4
62,696,image_0697.jpg,4020.94
63,460,image_0461.jpg,4047.08
64,141,image_0142.jpg,4084.74
65,937,image_0938.jpg,4095.78
66,499,image_0500.jpg,4112.62
67,893,image_0894.jpg,4168.88
68,936,image_0937.jpg,4277.63
69,909,image_0910.jpg,4279.63
70,1355,image_1357.jpg,4283.96
71,817,image_0818.jpg,4347.12
72,691,image_0692.jpg,4347.46
73,385,image_0386.jpg,4405.69
74,526,image_0527.jpg,4446.39
75,1337,image_1339.jpg,4448.8
76,556,image_0557.jpg,4462.26
77,849,image_0850.jpg,4469.4
78,198,image_0199.jpg,4472.74
79,822,image_0823.jpg,4488.55
80,1097,image_1098.jpg,4499.33
81,87,image_0088.jpg,4571.01
82,1183,image_1184.jpg,4582.83
83,451,image_0452.jpg,4609.56
84,846,image_0847.jpg,4620.36
85,1318,image_1319.jpg,4622.33
86,820,image_0821.jpg,4622.8
87,850,image_0851.jpg,4631.22
88,65,image_0066.jpg,4647.73
89,840,image_0841.jpg,4707.93
90,801,image_0802.jpg,4707.97
91,613,image_0614.jpg,4740.56
92,1352,image_1354.jpg,4760.98
93,456,image_0457.jpg,4763.83
94,39,image_0040.jpg,4781.37
95,825,image_0826.jpg,4798.19
96,800,image_0801.jpg,4805.14
97,823,image_0824.jpg,4851.45
98,94,image_0095.jpg,4886.93
99,1302,image_1303.jpg,4929.64
100,593,image_0594.jpg,4936.12
101,381,image_0382.jpg,4939.35
102,1165,image_1166.jpg,4996.25
103,1194,image_1195.jpg,5060.01
104,821,image_0822.jpg,5137.0
105,807,image_0808.jpg,5158.6
106,91,image_0092.jpg,5221.06
107,1346,image_1348.jpg,5305.3
108,1258,image_1259.jpg,5307.83
109,1186,image_1187.jpg,5311.92
110,1334,image_1336.jpg,5318.04
111,601,image_0602.jpg,5363.15
112,221,image_0222.jpg,5383.5
113,875,image_0876.jpg,5453.21
114,824,image_0825.jpg,5500.66
115,117,image_0118.jpg,5663.8
116,836,image_0837.jpg,5728.99
117,904,image_0905.jpg,5738.4
118,1013,image_1014.jpg,5769.0
119,946,image_0947.jpg,5790.82
120,815,image_0816.jpg,5845.04
121,828,image_0829.jpg,5952.42
122,374,image_0375.jpg,5965.03
123,43,image_0044.jpg,6036.68
124,1012,image_1013.jpg,6040.59
125,135,image_0136.jpg,6051.91
126,1274,image_1275.jpg,6086.82
127,1286,image_1287.jpg,6091.34
128,120,image_0121.jpg,6111.91
129,467,image_0468.jpg,6262.05
130,410,image_0411.jpg,6263.38
131,509,image_0510.jpg,6300.62
132,333,image_0334.jpg,6328.48
133,21,image_0022.jpg,6358.47
134,161,image_0162.jpg,6373.19
135,1154,image_1155.jpg,6390.27
136,1268,image_1269.jpg,6490.35
137,357,image_0358.jpg,6531.8
138,296,image_0297.jpg,6545.18
139,704,image_0705.jpg,6582.63
140,1043,image_1044.jpg,6592.51
141,173,image_0174.jpg,6682.74
142,180,image_0181.jpg,6749.65
143,592,image_0593.jpg,6761.88
144,1125,image_1126.jpg,6779.13
145,1305,image_1306.jpg,6833.26
146,45,image_0046.jpg,6834.53
147,32,image_0033.jpg,6834.7
148,1111,image_1112.jpg,6837.65
149,245,image_0246.jpg,6901.46
150,597,image_0598.jpg,6907.86
151,866,image_0867.jpg,6908.92
152,1270,image_1271.jpg,6962.03
153,1192,image_1193.jpg,6970.38
154,325,image_0326.jpg,7092.56
155,1022,image_1023.jpg,7110.75
156,1245,image_1246.jpg,7130.29
157,1173,image_1174.jpg,7154.44
158,796,image_0797.jpg,7200.97
159,872,image_0873.jpg,7278.06
160,1128,image_1129.jpg,7288.25
161,1057,image_1058.jpg,7295.3
162,419,image_0420.jpg,7348.11
163,1215,image_1216.jpg,7360.64
164,802,image_0803.jpg,7463.18
165,594,image_0595.jpg,7586.3
166,772,image_0773.jpg,7595.8
167,73,image_0074.jpg,7672.05
168,399,image_0400.jpg,7718.12
169,277,image_0278.jpg,7718.12
170,140,image_0141.jpg,7746.17
171,829,image_0830.jpg,7810.42
172,1036,image_1037.jpg,7877.5
173,675,image_0676.jpg,7887.9
174,1238,image_1239.jpg,7941.93
175,998,image_0999.jpg,8002.47
176,450,image_0451.jpg,8028.87
177,19,image_0020.jpg,8045.53
178,615,image_0616.jpg,8058.77
179,1198,image_1199.jpg,8060.0
180,845,image_0846.jpg,8109.27
181,61,image_0062.jpg,8257.09
182,212,image_0213.jpg,8262.39
183,901,image_0902.jpg,8318.95
184,1044,image_1045.jpg,8329.98
185,358,image_0359.jpg,8401.32
186,165,image_0166.jpg,8435.37
187,1269,image_1270.jpg,8449.64
188,1298,image_1299.jpg,8507.04
189,1182,image_1183.jpg,8668.8
190,587,image_0588.jpg,8713.38
191,557,image_0558.jpg,8844.5
192,313,image_0314.jpg,8953.04
193,917,image_0918.jpg,9083.5
194,42,image_0043.jpg,9083.71
195,492,image_0493.jpg,9171.55
196,551,image_0552.jpg,9185.11
197,1001,image_1002.jpg,9189.97
198,1232,image_1233.jpg,9203.54
199,1107,image_1108.jpg,9209.81
200,921,image_0922.jpg,9211.26
201,961,image_0962.jpg,9239.82
202,10,image_0011.jpg,9330.02
203,1216,image_1217.jpg,9381.36
204,328,image_0329.jpg,9386.62
205,395,image_0396.jpg,9454.05
206,1228,image_1229.jpg,9529.47
207,1081,image_1082.jpg,9546.83
208,66,image_0067.jpg,9592.63
209,157,image_0158.jpg,9609.21
210,1114,image_1115.jpg,9628.07
211,489,image_0490.jpg,9656.68
212,1266,image_1267.jpg,9693.36
213,256,image_0257.jpg,9736.16
214,963,image_0964.jpg,9805.39
215,924,image_0925.jpg,9849.33
216,185,image_0186.jpg,9911.22
217,143,image_0144.jpg,9947.48
218,90,image_0091.jpg,10105.32
219,56,image_0057.jpg,10131.03
220,202,image_0203.jpg,10156.94
221,1162,image_1163.jpg,10194.18
222,37,image_0038.jpg,10194.66
223,876,image_0877.jpg,10367.69
224,59,image_0060.jpg,10396.85
225,360,image_0361.jpg,10451.95
226,681,image_0682.jpg,10468.36
227,82,image_0083.jpg,10510.91
228,111,image_0112.jpg,10550.54
229,1067,image_1068.jpg,10817.3
230,119,image_0120.jpg,10891.09
231,55,image_0056.jpg,11135.22
232,803,image_0804.jpg,11147.3
233,683,image_0684.jpg,11210.45
234,591,image_0592.jpg,11212.09
235,882,image_0883.jpg,11239.34
236,50,image_0051.jpg,11307.98
237,27,image_0028.jpg,11322.91
238,1261,image_1262.jpg,11486.62
239,386,image_0387.jpg,11589.54
240,54,image_0055.jpg,11705.87
241,1263,image_1264.jpg,11810.18
242,113,image_0114.jpg,11963.83
243,805,image_0806.jpg,11994.34
244,841,image_0842.jpg,12027.84
245,1180,image_1181.jpg,12086.08
246,790,image_0791.jpg,12227.95
247,837,image_0838.jpg,12229.1
248,865,image_0866.jpg,12234.94
249,1087,image_1088.jpg,12364.44
250,390,image_0391.jpg,12451.82
251,244,image_0245.jpg,12677.56
252,883,image_0884.jpg,12692.87
253,102,image_0103.jpg,12728.4
254,1195,image_1196.jpg,12826.29
255,636,image_0637.jpg,12853.74
256,1234,image_1235.jpg,12970.9
257,1025,image_1026.jpg,13008.86
258,542,image_0543.jpg,13026.27
259,1168,image_1169.jpg,13122.16
260,35,image_0036.jpg,13150.45
261,441,image_0442.jpg,13172.95
262,561,image_0562.jpg,13181.68
263,751,image_0752.jpg,13213.6
264,97,image_0098.jpg,13286.47
265,760,image_0761.jpg,13295.96
266,170,image_0171.jpg,13320.37
267,566,image_0567.jpg,13343.14
268,619,image_0620.jpg,13378.9
269,1112,image_1113.jpg,13469.94
270,1028,image_1029.jpg,13499.52
271,1061,image_1062.jpg,13521.43
272,470,image_0471.jpg,13546.5
273,435,image_0436.jpg,13549.73
274,1068,image_1069.jpg,13654.3
275,246,image_0247.jpg,13849.01
276,1071,image_1072.jpg,13951.48
277,126,image_0127.jpg,14032.41
278,1175,image_1176.jpg,14086.31
279,950,image_0951.jpg,14097.4
280,1141,image_1142.jpg,14098.54
281,685,image_0686.jpg,14187.18
282,367,image_0368.jpg,14207.63
283,392,image_0393.jpg,14295.94
284,838,image_0839.jpg,14329.29
285,895,image_0896.jpg,14370.45
286,938,image_0939.jpg,14531.34
287,234,image_0235.jpg,14599.03
288,481,image_0482.jpg,14623.92
289,22,image_0023.jpg,14628.16
290,933,image_0934.jpg,14630.3
291,860,image_0861.jpg,14673.47
292,859,image_0860.jpg,14705.08
293,832,image_0833.jpg,14733.27
294,69,image_0070.jpg,14959.04
295,572,image_0573.jpg,15012.57
296,855,image_0856.jpg,15096.64
297,1150,image_1151.jpg,15250.3
298,1169,image_1170.jpg,15267.99
299,810,image_0811.jpg,15363.91
300,847,image_0848.jpg,15397.51
301,827,image_0828.jpg,15404.81
302,942,image_0943.jpg,15641.42
303,422,image_0423.jpg,15743.25
304,1196,image_1197.jpg,15748.41
305,954,image_0955.jpg,15763.98
306,688,image_0689.jpg,15779.38
307,1144,image_1145.jpg,15795.81
308,911,image_0912.jpg,15989.7
309,945,image_0946.jpg,16016.88
310,80,image_0081.jpg,16124.87
311,26,image_0027.jpg,16133.35
312,1224,image_1225.jpg,16181.38
313,606,image_0607.jpg,16347.3
314,343,image_0344.jpg,16357.52
315,1241,image_1242.jpg,16397.11
316,981,image_0982.jpg,16403.1
317,1016,image_1017.jpg,16403.99
318,171,image_0172.jpg,16597.98
319,64,image_0065.jpg,16803.01
320,215,image_0216.jpg,16822.57
321,1254,image_1255.jpg,16937.73
322,714,image_0715.jpg,17067.97
323,1219,image_1220.jpg,17146.4
324,687,image_0688.jpg,17211.17
325,867,image_0868.jpg,17261.24
326,1023,image_1024.jpg,17320.7
327,562,image_0563.jpg,17323.28
328,1163,image_1164.jpg,17374.15
329,726,image_0727.jpg,17425.86
330,918,image_0919.jpg,17440.46
331,958,image_0959.jpg,17520.72
332,1291,image_1292.jpg,17573.23
333,784,image_0785.jpg,17684.7
334,853,image_0854.jpg,17692.02
335,964,image_0965.jpg,17806.39
336,695,image_0696.jpg,17813.49
337,263,image_0264.jpg,17815.36
338,1248,image_1249.jpg,17847.0
339,818,image_0819.jpg,17979.52
340,1348,image_1350.jpg,18020.19
341,70,image_0071.jpg,18024.62
342,295,image_0296.jpg,18173.2
343,999,image_1000.jpg,18215.19
344,653,image_0654.jpg,18226.14
345,3,image_0004.jpg,18248.01
346,518,image_0519.jpg,18314.65
347,136,image_0137.jpg,18519.17
348,502,image_0503.jpg,18532.39
349,196,image_0197.jpg,18557.35
350,46,image_0047.jpg,18642.99
351,348,image_0349.jpg,18667.45
352,638,image_0639.jpg,18753.49
353,373,image_0374.jpg,18777.91
354,361,image_0362.jpg,18854.54
355,915,image_0916.jpg,19107.19
356,879,image_0880.jpg,19204.68
357,1104,image_1105.jpg,19291.58
358,749,image_0750.jpg,19334.31
359,1065,image_1066.jpg,19423.0
360,331,image_0332.jpg,19577.14
361,932,image_0933.jpg,19678.58
362,718,image_0719.jpg,19692.8
363,486,image_0487.jpg,19828.92
364,1256,image_1257.jpg,19889.22
365,676,image_0677.jpg,19949.54
366,93,image_0094.jpg,19964.25
367,382,image_0383.jpg,20049.51
368,870,image_0871.jpg,20080.28
369,789,image_0790.jpg,20114.38
370,1264,image_1265.jpg,20150.85
371,943,image_0944.jpg,20309.91
372,1233,image_1234.jpg,20372.69
373,1009,image_1010.jpg,20542.1
374,501,image_0502.jpg,20581.59
375,77,image_0078.jpg,20882.66
376,1315,image_1316.jpg,20903.46
377,1242,image_1243.jpg,21200.09
378,71,image_0072.jpg,21365.45
379,564,image_0565.jpg,21443.66
380,550,image_0551.jpg,21618.46
381,609,image_0610.jpg,21941.77
382,809,image_0810.jpg,22022.25
383,951,image_0952.jpg,22096.26
384,89,image_0090.jpg,22216.66
385,712,image_0713.jpg,22260.66
386,1120,image_1121.jpg,22290.52
387,99,image_0100.jpg,22391.43
388,1240,image_1241.jpg,22518.71
389,1265,image_1266.jpg,22635.59
390,1014,image_1015.jpg,22820.54
391,548,image_0549.jpg,22835.26
392,1321,image_1323.jpg,22898.22
393,258,image_0259.jpg,22902.66
394,1267,image_1268.jpg,22908.05
395,602,image_0603.jpg,22956.64
396,948,image_0949.jpg,23404.04
397,575,image_0576.jpg,23823.44
398,603,image_0604.jpg,24065.29
399,287,image_0288.jpg,24090.15
400,1247,image_1248.jpg,24337.68
401,1225,image_1226.jpg,24338.91
402,735,image_0736.jpg,24404.79
403,28,image_0029.jpg,24423.98
404,155,image_0156.jpg,24669.77
405,247,image_0248.jpg,24886.3
406,1335,image_1337.jpg,24971.94
407,610,image_0611.jpg,24998.77
408,1262,image_1263.jpg,25176.9
409,12,image_0013.jpg,25960.63
410,109,image_0110.jpg,26135.89
411,41,image_0042.jpg,26218.73
412,494,image_0495.jpg,26282.32
413,1,image_0002.jpg,26304.12
414,132,image_0133.jpg,26614.33
415,1210,image_1211.jpg,26674.66
416,1354,image_1356.jpg,26756.78
417,210,image_0211.jpg,26838.93
418,1147,image_1148.jpg,27229.17
419,813,image_0814.jpg,27350.25
420,835,image_0836.jpg,27654.96
421,861,image_0862.jpg,27662.21
422,31,image_0032.jpg,27707.96
423,92,image_0093.jpg,28141.97
424,1209,image_1210.jpg,28823.27
425,651,image_0652.jpg,28883.48
426,618,image_0619.jpg,28968.21
427,1207,image_1208.jpg,29099.74
428,1236,image_1237.jpg,29164.1
429,1171,image_1172.jpg,29245.22
430,833,image_0834.jpg,29266.97
431,912,image_0913.jpg,29535.6
432,589,image_0590.jpg,29553.9
433,448,image_0449.jpg,29558.55
434,649,image_0650.jpg,29622.24
435,184,image_0185.jpg,29649.34
436,60,image_0061.jpg,29707.88
437,1220,image_1221.jpg,29730.93
438,898,image_0899.jpg,29758.83
439,33,image_0034.jpg,29786.87
440,81,image_0082.jpg,29836.98
441,1231,image_1232.jpg,29841.99
442,570,image_0571.jpg,29897.42
443,0,image_0001.jpg,30023.48
444,49,image_0050.jpg,30106.65
445,24,image_0025.jpg,30132.43
446,394,image_0395.jpg,30182.92
447,778,image_0779.jpg,30253.09
448,342,image_0343.jpg,30258.99
449,765,image_0766.jpg,30413.25
450,668,image_0669.jpg,30684.89
451,1157,image_1158.jpg,30817.9
452,1221,image_1222.jpg,30835.34
453,799,image_0800.jpg,31029.16
454,160,image_0161.jpg,31365.69
455,355,image_0356.jpg,31529.05
456,297,image_0298.jpg,31571.51
457,764,image_0765.jpg,31831.08
458,174,image_0175.jpg,31852.23
459,493,image_0494.jpg,31857.87
460,1179,image_1180.jpg,31861.05
461,730,image_0731.jpg,31882.97
462,326,image_0327.jpg,32114.71
463,231,image_0232.jpg,32119.3
464,512,image_0513.jpg,32285.05
465,406,image_0407.jpg,32907.75
466,878,image_0879.jpg,33168.84
467,375,image_0376.jpg,33377.26
468,774,image_0775.jpg,33411.48
469,880,image_0881.jpg,33416.58
470,607,image_0608.jpg,33425.44
471,886,image_0887.jpg,33569.4
472,52,image_0053.jpg,33640.2
473,267,image_0268.jpg,33734.65
474,793,image_0794.jpg,33946.17
475,148,image_0149.jpg,34247.45
476,58,image_0059.jpg,34416.94
477,1250,image_1251.jpg,34641.98
478,1275,image_1276.jpg,34672.93
479,871,image_0872.jpg,34673.89
480,579,image_0580.jpg,34768.09
481,869,image_0870.jpg,35182.01
482,351,image_0352.jpg,35309.22
483,1011,image_1012.jpg,35324.27
484,903,image_0904.jpg,35472.48
485,1341,image_1343.jpg,35486.16
486,569,image_0570.jpg,35535.21
487,955,image_0956.jpg,35572.98
488,637,image_0638.jpg,35631.55
489,484,image_0485.jpg,35694.13
490,740,image_0741.jpg,35741.04
491,1017,image_1018.jpg,35792.69
492,930,image_0931.jpg,35849.71
493,798,image_0799.jpg,35976.11
494,992,image_0993.jpg,35994.24
495,506,image_0507.jpg,36127.4
496,181,image_0182.jpg,36128.64
497,1212,image_1213.jpg,36662.11
498,1077,image_1078.jpg,36731.71
499,1098,image_1099.jpg,37168.77
500,30,image_0031.jpg,37198.78
501,62,image_0063.jpg,37202.42
502,1040,image_1041.jpg,37210.13
503,1299,image_1300.jpg,37299.58
504,808,image_0809.jpg,37428.83
505,628,image_0629.jpg,37498.34
506,839,image_0840.jpg,37531.22
507,1056,image_1057.jpg,37600.8
508,949,image_0950.jpg,37677.41
509,971,image_0972.jpg,38326.13
510,944,image_0945.jpg,38380.16
511,236,image_0237.jpg,38421.38
512,646,image_0647.jpg,38559.51
513,965,image_0966.jpg,38604.16
514,826,image_0827.jpg,38865.03
515,940,image_0941.jpg,38992.62
516,482,image_0483.jpg,38992.63
517,1033,image_1034.jpg,39134.75
518,1218,image_1219.jpg,39227.76
519,186,image_0187.jpg,39355.97
520,736,image_0737.jpg,39483.12
521,966,image_0967.jpg,39736.4
522,1251,image_1252.jpg,39940.71
523,219,image_0220.jpg,40005.97
524,130,image_0131.jpg,40276.29
525,773,image_0774.jpg,40442.54
526,568,image_0569.jpg,40586.36
527,1054,image_1055.jpg,40677.46
528,1204,image_1205.jpg,40778.66
529,15,image_0016.jpg,40816.13
530,956,image_0957.jpg,41154.22
531,1086,image_1087.jpg,41215.61
532,1167,image_1168.jpg,41415.15
533,1149,image_1150.jpg,41419.66
534,107,image_0108.jpg,41450.27
535,1227,image_1228.jpg,41515.64
536,652,image_0653.jpg,41767.3
537,108,image_0109.jpg,41790.67
538,1283,image_1284.jpg,41881.48
539,1349,image_1351.jpg,42037.96
540,759,image_0760.jpg,42126.69
541,115,image_0116.jpg,42134.24
542,337,image_0338.jpg,42837.34
543,1229,image_1230.jpg,43125.84
544,858,image_0859.jpg,43128.61
545,1116,image_1117.jpg,43250.23
546,1203,image_1204.jpg,43253.46
547,1223,image_1224.jpg,43324.86
548,1132,image_1133.jpg,43907.36
549,738,image_0739.jpg,44769.86
550,232,image_0233.jpg,45042.89
551,737,image_0738.jpg,45166.97
552,387,image_0388.jpg,46099.41
553,626,image_0627.jpg,46207.26
554,1202,image_1203.jpg,46404.63
555,574,image_0575.jpg,46598.96
556,1010,image_1011.jpg,46761.28
557,991,image_0992.jpg,46766.18
558,763,image_0764.jpg,47100.43
559,600,image_0601.jpg,47226.62
560,1345,image_1347.jpg,47240.16
561,1020,image_1021.jpg,47816.54
562,580,image_0581.jpg,47900.42
563,1252,image_1253.jpg,47927.37
564,146,image_0147.jpg,48236.86
565,962,image_0963.jpg,48410.6
566,538,image_0539.jpg,48673.96
567,1350,image_1352.jpg,48757.63
568,913,image_0914.jpg,48914.0
569,1244,image_1245.jpg,48946.74
570,1213,image_1214.jpg,48947.16
571,986,image_0987.jpg,49014.68
572,523,image_0524.jpg,49363.91
573,699,image_0700.jpg,49433.72
574,1340,image_1342.jpg,49534.5
575,625,image_0626.jpg,49882.28
576,138,image_0139.jpg,49895.23
577,1037,image_1038.jpg,49965.99
578,129,image_0130.jpg,50173.88
579,1137,image_1138.jpg,50582.13
580,420,image_0421.jpg,50866.44
581,446,image_0447.jpg,50883.62
582,899,image_0900.jpg,51112.48
583,233,image_0234.jpg,51123.79
584,993,image_0994.jpg,51239.47
585,725,image_0726.jpg,51471.03
586,757,image_0758.jpg,51862.52
587,891,image_0892.jpg,52706.38
588,555,image_0556.jpg,52811.56
589,1351,image_1353.jpg,53002.64
590,989,image_0990.jpg,53271.58
591,1222,image_1223.jpg,53543.7
592,384,image_0385.jpg,53585.27
593,397,image_0398.jpg,53588.4
594,753,image_0754.jpg,53766.47
595,500,image_0501.jpg,53910.48
596,598,image_0599.jpg,54049.85
597,5,image_0006.jpg,54669.26
598,567,image_0568.jpg,55341.99
599,908,image_0909.jpg,55385.59
600,168,image_0169.jpg,55396.71
601,329,image_0330.jpg,55547.81
602,900,image_0901.jpg,55789.01
603,1330,image_1332.jpg,55825.72
604,540,image_0541.jpg,55883.81
605,164,image_0165.jpg,56020.21
606,334,image_0335.jpg,56251.88
607,934,image_0935.jpg,56269.15
608,581,image_0582.jpg,56450.55
609,431,image_0432.jpg,56469.71
610,682,image_0683.jpg,57974.07
611,1074,image_1075.jpg,58183.29
612,785,image_0786.jpg,58424.63
613,9,image_0010.jpg,58455.77
614,698,image_0699.jpg,58473.12
615,352,image_0353.jpg,58610.47
616,1156,image_1157.jpg,58990.16
617,527,image_0528.jpg,59089.75
618,627,image_0628.jpg,59112.21
619,848,image_0849.jpg,59165.4
620,1051,image_1052.jpg,59801.99
621,359,image_0360.jpg,59931.46
622,543,image_0544.jpg,60153.99
623,1201,image_1202.jpg,60633.61
624,768,image_0769.jpg,60874.25
625,281,image_0282.jpg,60996.22
626,1066,image_1067.jpg,60999.26
627,412,image_0413.jpg,62002.28
628,455,image_0456.jpg,62002.37
629,38,image_0039.jpg,62142.03
630,1199,image_1200.jpg,62382.5
631,1249,image_1250.jpg,63441.69
632,1343,image_1345.jpg,63445.02
633,1131,image_1132.jpg,63482.17
634,939,image_0940.jpg,64260.93
635,29,image_0030.jpg,64262.77
636,1273,image_1274.jpg,64264.78
637,177,image_0178.jpg,64291.47
638,995,image_0996.jpg,64570.71
639,72,image_0073.jpg,65574.44
640,1172,image_1173.jpg,65943.18
641,1153,image_1154.jpg,66212.25
642,57,image_0058.jpg,66212.37
643,388,image_0389.jpg,66962.87
644,1288,image_1289.jpg,67461.63
645,754,image_0755.jpg,67872.04
646,275,image_0276.jpg,68487.32
647,1284,image_1285.jpg,68710.3
648,640,image_0641.jpg,69314.07
649,1148,image_1149.jpg,69365.54
650,741,image_0742.jpg,70534.63
651,552,image_0553.jpg,71343.82
652,432,image_0433.jpg,71827.97
653,469,image_0470.jpg,71843.91
654,775,image_0776.jpg,71885.1
655,755,image_0756.jpg,71909.2
656,776,image_0777.jpg,71952.81
657,13,image_0014.jpg,72633.93
658,47,image_0048.jpg,72657.81
659,380,image_0381.jpg,72674.26
660,661,image_0662.jpg,73461.77
661,464,image_0465.jpg,73862.94
662,1102,image_1103.jpg,74174.84
663,976,image_0977.jpg,74994.11
664,1064,image_1065.jpg,75010.45
665,1035,image_1036.jpg,75231.44
666,599,image_0600.jpg,75475.2
667,1217,image_1218.jpg,75812.86
668,677,image_0678.jpg,75844.7
669,1100,image_1101.jpg,76172.61
670,1297,image_1298.jpg,76718.66
671,1121,image_1122.jpg,76900.72
672,1281,image_1282.jpg,77437.27
673,624,image_0625.jpg,77513.32
674,237,image_0238.jpg,77900.54
675,739,image_0740.jpg,78473.52
676,766,image_0767.jpg,78773.0
677,1134,image_1135.jpg,79332.17
678,324,image_0325.jpg,79699.62
679,1006,image_1007.jpg,79707.05
680,338,image_0339.jpg,79708.56
681,353,image_0354.jpg,79895.54
682,131,image_0132.jpg,80360.95
683,123,image_0124.jpg,80870.74
684,897,image_0898.jpg,81015.36
685,1329,image_1331.jpg,81070.78
686,985,image_0986.jpg,81095.31
687,1080,image_1081.jpg,81375.37
688,928,image_0929.jpg,81812.43
689,200,image_0201.jpg,81936.68
690,1018,image_1019.jpg,82113.35
691,468,image_0469.jpg,82244.53
692,421,image_0422.jpg,82244.95
693,667,image_0668.jpg,82307.93
694,204,image_0205.jpg,82350.69
695,731,image_0732.jpg,82732.88
696,1152,image_1153.jpg,82935.47
697,926,image_0927.jpg,83022.84
698,715,image_0716.jpg,83036.06
699,1002,image_1003.jpg,83148.76
700,892,image_0893.jpg,83551.51
701,1072,image_1073.jpg,83690.47
