,index,filename,distance
0,667,image_0597.jpg,1241.81
1,957,image_0594.jpg,1283.24
2,547,image_0614.jpg,1416.44
3,399,image_0104.jpg,1446.35
4,39,image_1126.jpg,1448.59
5,74,image_0363.jpg,1485.15
6,471,image_0874.jpg,1494.91
7,82,image_0084.jpg,1504.19
8,68,image_0566.jpg,1522.61
9,384,image_0316.jpg,1526.1
10,203,image_0587.jpg,1539.26
11,534,image_1325.jpg,1567.1
12,1063,image_0948.jpg,1580.36
13,442,image_0845.jpg,1583.58
14,1119,image_0246.jpg,1644.77
15,70,image_1006.jpg,1649.48
16,1314,image_0591.jpg,1706.93
17,168,image_0858.jpg,1736.99
18,1313,image_1308.jpg,1746.63
19,1312,image_0011.jpg,1780.7
20,982,image_0457.jpg,1804.91
21,824,image_0111.jpg,1830.83
22,57,image_0345.jpg,1833.5
23,282,image_0593.jpg,1852.69
24,1339,image_0257.jpg,1926.37
25,250,image_0910.jpg,1987.3
26,605,image_0937.jpg,2019.9
27,1190,image_0322.jpg,2033.19
28,585,image_1193.jpg,2034.01
29,644,image_0576.jpg,2089.53
30,376,image_0612.jpg,2091.54
31,1299,image_0896.jpg,2111.75
32,1288,image_1014.jpg,2126.59
33,1067,image_0822.jpg,2142.87
34,32,image_0905.jpg,2173.73
35,135,image_1166.jpg,2186.33
36,218,image_0461.jpg,2192.14
37,394,image_0333.jpg,2192.23
38,233,image_0535.jpg,2201.12
39,215,image_0038.jpg,2212.21
40,91,image_0805.jpg,2217.28
41,405,image_0855.jpg,2221.04
42,968,image_0820.jpg,2225.9
43,307,image_1292.jpg,2261.73
44,599,image_0101.jpg,2291.8
45,726,image_0020.jpg,2303.05
46,496,image_0171.jpg,2306.63
47,191,image_1336.jpg,2345.77
48,417,image_0802.jpg,2385.71
49,1019,image_0841.jpg,2385.73
50,997,image_1133.jpg,2389.23
51,928,image_0071.jpg,2414.66
52,981,image_0967.jpg,2425.55
53,1042,image_1135.jpg,2501.86
54,856,image_0875.jpg,2573.12
55,17,image_1258.jpg,2653.35
56,1337,image_0894.jpg,2659.97
57,806,image_1031.jpg,2669.48
58,304,image_0096.jpg,2695.06
59,20,image_1155.jpg,2714.52
60,1139,image_0801.jpg,2748.72
61,560,image_1210.jpg,2784.95
62,475,image_0089.jpg,2792.55
63,838,image_1145.jpg,2809.57
64,1249,image_0562.jpg,2843.55
65,396,image_1072.jpg,2890.0
66,21,image_1112.jpg,2978.17
67,1235,image_0291.jpg,2996.76
68,1197,image_0790.jpg,2997.64
69,1165,image_0032.jpg,3031.41
70,794,image_0817.jpg,3033.43
71,323,image_1354.jpg,3050.41
72,790,image_0901.jpg,3074.26
73,569,image_0545.jpg,3115.64
74,8,image_0955.jpg,3161.28
75,0,image_1164.jpg,3162.97
76,903,image_0040.jpg,3179.53
77,439,image_0598.jpg,3179.85
78,86,image_0500.jpg,3201.63
79,1296,image_0720.jpg,3243.62
80,734,image_0036.jpg,3313.64
81,305,image_0569.jpg,3392.31
82,617,image_0852.jpg,3400.42
83,936,image_1013.jpg,3515.87
84,357,image_1129.jpg,3542.84
85,416,image_0582.jpg,3579.7
86,846,image_1170.jpg,3580.5
87,1124,image_1098.jpg,3588.98
88,93,image_1151.jpg,3594.33
89,450,image_0596.jpg,3721.05
90,691,image_0326.jpg,3727.79
91,670,image_0602.jpg,3747.03
92,152,image_0066.jpg,3779.05
93,867,image_0934.jpg,3803.43
94,687,image_0999.jpg,3823.78
95,898,image_0876.jpg,3888.37
96,535,image_1236.jpg,3964.37
97,1017,image_0557.jpg,3968.25
98,799,image_0261.jpg,3986.1
99,939,image_1246.jpg,3989.95
100,341,image_1036.jpg,4009.67
101,993,image_0162.jpg,4035.58
102,356,image_0914.jpg,4082.09
103,87,image_1287.jpg,4121.45
104,1070,image_0868.jpg,4135.58
105,1282,image_0843.jpg,4197.5
106,881,image_0836.jpg,4261.63
107,715,image_0862.jpg,4276.58
108,1345,image_1153.jpg,4277.0
109,150,image_1201.jpg,4290.45
110,918,image_0452.jpg,4296.72
111,391,image_0057.jpg,4339.02
112,609,image_0964.jpg,4389.79
113,559,image_0383.jpg,4400.22
114,182,image_0382.jpg,4418.09
115,1256,image_1217.jpg,4434.49
116,759,image_0027.jpg,4487.64
117,888,image_0365.jpg,4529.14
118,573,image_0097.jpg,4551.31
119,175,image_0918.jpg,4574.44
120,863,image_1149.jpg,4677.67
121,1343,image_1239.jpg,4778.96
122,716,image_1306.jpg,4823.57
123,239,image_0867.jpg,4978.9
124,81,image_0193.jpg,5081.37
125,1332,image_0873.jpg,5120.55
126,1046,image_0804.jpg,5121.13
127,510,image_0912.jpg,5223.25
128,163,image_0161.jpg,5271.78
129,885,image_0974.jpg,5278.92
130,157,image_0366.jpg,5322.34
131,580,image_0938.jpg,5327.8
132,924,image_0144.jpg,5329.8
133,489,image_1231.jpg,5394.39
134,784,image_0846.jpg,5461.78
135,516,image_1296.jpg,5487.54
136,713,image_1282.jpg,5528.1
137,987,image_0808.jpg,5555.63
138,1157,image_0327.jpg,5677.21
139,254,image_0245.jpg,5815.66
140,954,image_0181.jpg,5842.76
141,964,image_0022.jpg,5874.14
142,786,image_0121.jpg,5970.89
143,1162,image_0595.jpg,6102.86
144,421,image_0556.jpg,6174.92
145,1148,image_0033.jpg,6229.29
146,941,image_0046.jpg,6229.47
147,870,image_0616.jpg,6286.67
148,899,image_0902.jpg,6288.97
149,847,image_0142.jpg,6329.33
150,1243,image_1088.jpg,6370.81
151,1108,image_0358.jpg,6439.0
152,562,image_1184.jpg,6539.81
153,976,image_0197.jpg,6587.53
154,166,image_0823.jpg,6620.92
155,48,image_0850.jpg,6636.16
156,221,image_0949.jpg,6645.57
157,738,image_0137.jpg,6686.94
158,883,image_0859.jpg,6687.49
159,1035,image_1015.jpg,6970.88
160,242,image_0810.jpg,7018.43
161,1130,image_0077.jpg,7031.81
162,1357,image_0375.jpg,7172.0
163,100,image_0315.jpg,7227.56
164,632,image_0883.jpg,7259.56
165,328,image_0013.jpg,7327.12
166,297,image_0827.jpg,7409.63
167,276,image_0684.jpg,7456.34
168,1179,image_0060.jpg,7494.49
169,1195,image_0925.jpg,7569.08
170,922,image_0947.jpg,7664.33
171,526,image_0752.jpg,7688.58
172,1346,image_0904.jpg,7899.68
173,1315,image_0727.jpg,7906.19
174,1027,image_1357.jpg,7912.42
175,572,image_0826.jpg,7955.5
176,461,image_0239.jpg,8019.25
177,937,image_0575.jpg,8152.36
178,385,image_0068.jpg,8271.76
179,300,image_1235.jpg,8293.55
180,900,image_0526.jpg,8303.26
181,956,image_0731.jpg,8309.66
182,1239,image_0761.jpg,8419.97
183,1233,image_0765.jpg,8476.0
184,224,image_0062.jpg,8486.12
185,513,image_0056.jpg,8559.44
186,420,image_0199.jpg,8635.87
187,909,image_1158.jpg,8745.74
188,913,image_1003.jpg,8784.25
189,31,image_0519.jpg,8803.55
190,325,image_1058.jpg,8929.23
191,404,image_0848.jpg,8956.02
192,393,image_0828.jpg,8960.2
193,761,image_1136.jpg,8963.29
194,748,image_0334.jpg,9158.52
195,1100,image_1220.jpg,9211.9
196,763,image_0019.jpg,9267.72
197,661,image_0222.jpg,9291.86
198,277,image_0207.jpg,9306.34
199,1289,image_0112.jpg,9355.77
200,24,image_0336.jpg,9371.45
201,1154,image_1121.jpg,9471.43
202,1351,image_0122.jpg,9559.98
203,333,image_0811.jpg,9736.51
204,1285,image_0856.jpg,9795.11
205,546,image_0581.jpg,9950.41
206,762,image_0943.jpg,9954.18
207,69,image_0819.jpg,9966.24
208,89,image_0210.jpg,10012.88
209,839,image_0098.jpg,10028.24
210,1322,image_0878.jpg,10047.67
211,472,image_0070.jpg,10086.23
212,1182,image_0169.jpg,10446.46
213,683,image_0259.jpg,10469.93
214,855,image_1029.jpg,10473.91
215,781,image_0922.jpg,10669.95
216,1155,image_0208.jpg,10685.69
217,151,image_0030.jpg,10710.82
218,96,image_1241.jpg,10721.25
219,671,image_1211.jpg,10747.65
220,752,image_0619.jpg,10814.26
221,1242,image_1209.jpg,10914.87
222,479,image_0944.jpg,11097.11
223,1305,image_1157.jpg,11099.21
224,749,image_0860.jpg,11229.92
225,322,image_0833.jpg,11236.16
226,431,image_0803.jpg,11410.87
227,164,image_0085.jpg,11470.47
228,1269,image_1002.jpg,11515.78
229,594,image_0100.jpg,11516.89
230,500,image_0962.jpg,11520.38
231,428,image_0110.jpg,11929.0
232,840,image_0016.jpg,11940.73
233,1187,image_1222.jpg,11954.01
234,921,image_0750.jpg,12058.73
235,1276,image_1134.jpg,12137.0
236,344,image_0158.jpg,12302.59
237,255,image_0849.jpg,12371.91
238,778,image_0903.jpg,12411.84
239,1253,image_1214.jpg,12481.89
240,950,image_1245.jpg,12483.8
241,1156,image_0442.jpg,12829.14
242,169,image_0844.jpg,12974.96
243,466,image_0252.jpg,13005.21
244,214,image_0090.jpg,13273.03
245,868,image_0479.jpg,13320.07
246,158,image_0145.jpg,13417.97
247,797,image_0692.jpg,13491.12
248,230,image_0830.jpg,13698.63
249,345,image_0872.jpg,13722.88
250,120,image_1337.jpg,14015.72
251,901,image_1163.jpg,14160.75
252,1189,image_0787.jpg,14305.44
253,1333,image_1037.jpg,14445.86
254,349,image_1226.jpg,14527.03
255,1236,image_1248.jpg,14529.46
256,1036,image_1113.jpg,14630.9
257,454,image_0831.jpg,14789.51
258,764,image_0942.jpg,14877.74
259,1328,image_0573.jpg,15035.23
260,34,image_0530.jpg,15119.18
261,165,image_1242.jpg,15237.33
262,1320,image_0739.jpg,15246.29
263,306,image_0779.jpg,15534.55
264,1199,image_0166.jpg,15605.81
265,543,image_0818.jpg,15614.56
266,1267,image_0330.jpg,15752.77
267,294,image_0292.jpg,15961.26
268,1341,image_1200.jpg,16057.44
269,426,image_0490.jpg,16115.49
270,635,image_0939.jpg,16141.9
271,929,image_0361.jpg,16418.56
272,1141,image_0006.jpg,16567.46
273,961,image_0895.jpg,16613.73
274,680,image_1286.jpg,16617.4
275,590,image_0203.jpg,16679.36
276,1134,image_0349.jpg,16729.86
277,379,image_0565.jpg,16774.22
278,850,image_0635.jpg,16778.63
279,649,image_0099.jpg,16867.52
280,834,image_1257.jpg,17003.22
281,955,image_0685.jpg,17028.2
282,67,image_1115.jpg,17112.43
283,589,image_0797.jpg,17219.97
284,1260,image_0994.jpg,17401.55
285,658,image_1191.jpg,17445.61
286,595,image_0127.jpg,17651.89
287,63,image_0865.jpg,17860.28
288,141,image_0588.jpg,18026.83
289,1204,image_1319.jpg,18176.06
290,485,image_0832.jpg,18183.82
291,319,image_0853.jpg,18185.49
292,577,image_0900.jpg,18206.57
293,754,image_1323.jpg,18275.01
294,931,image_0931.jpg,18323.34
295,699,image_0370.jpg,18697.71
296,194,image_0095.jpg,18705.51
297,724,image_0736.jpg,18975.2
298,490,image_0963.jpg,19144.1
299,832,image_1010.jpg,19434.25
300,570,image_0610.jpg,19518.54
301,225,image_0185.jpg,19530.13
302,1223,image_0075.jpg,19576.41
303,243,image_1190.jpg,19745.37
304,1115,image_0264.jpg,19831.46
305,463,image_0297.jpg,19866.23
306,1238,image_0141.jpg,19978.49
307,732,image_0723.jpg,20021.73
308,604,image_0975.jpg,20117.3
309,340,image_0029.jpg,20127.99
310,1286,image_1294.jpg,20158.16
311,1265,image_0296.jpg,20403.77
312,624,image_0879.jpg,20457.13
313,318,image_1169.jpg,20606.87
314,1011,image_0620.jpg,20706.04
315,579,image_1137.jpg,20853.88
316,18,image_1207.jpg,20859.22
317,487,image_0892.jpg,21192.66
318,690,image_1124.jpg,21268.61
319,655,image_0585.jpg,21364.02
320,575,image_0807.jpg,21393.08
321,103,image_0324.jpg,21593.82
322,372,image_1066.jpg,21756.89
323,154,image_0956.jpg,21937.77
324,582,image_1035.jpg,22000.26
325,1309,image_0497.jpg,22020.57
326,228,image_1176.jpg,22088.22
327,685,image_1142.jpg,22107.34
328,28,image_0314.jpg,22348.63
329,173,image_1249.jpg,22429.93
330,281,image_0115.jpg,22923.48
331,915,image_0306.jpg,22923.66
332,1209,image_0118.jpg,23278.39
333,702,image_0213.jpg,23490.4
334,1350,image_0638.jpg,23544.51
335,741,image_0762.jpg,23597.63
336,798,image_0838.jpg,23662.02
337,1125,image_1065.jpg,23922.86
338,260,image_0798.jpg,24041.17
339,542,image_0941.jpg,24222.1
340,935,image_0866.jpg,24259.87
341,1062,image_0785.jpg,24387.02
342,183,image_0495.jpg,24448.72
343,751,image_1259.jpg,24559.36
344,1159,image_1068.jpg,24802.45
345,792,image_1026.jpg,24840.89
346,1008,image_1288.jpg,25086.56
347,311,image_0987.jpg,25101.26
348,146,image_1321.jpg,25531.39
349,153,image_0567.jpg,25580.4
350,181,image_0023.jpg,25619.78
351,430,image_0114.jpg,26072.37
352,1007,image_0067.jpg,26295.65
353,452,image_1264.jpg,26479.53
354,54,image_0055.jpg,26593.2
355,816,image_0364.jpg,26875.28
356,972,image_1023.jpg,26895.76
357,2,image_0688.jpg,26953.26
358,1140,image_1205.jpg,27257.33
359,706,image_1033.jpg,27375.94
360,1244,image_0996.jpg,27506.74
361,229,image_0182.jpg,27773.98
362,787,image_0990.jpg,27830.65
363,837,image_0851.jpg,27856.18
364,362,image_0061.jpg,28208.1
365,1136,image_0686.jpg,28224.9
366,107,image_1107.jpg,28404.66
367,563,image_0806.jpg,28409.51
368,501,image_1138.jpg,28625.89
369,1083,image_0043.jpg,28633.97
370,750,image_0147.jpg,28940.47
371,321,image_0880.jpg,28993.06
372,1290,image_0639.jpg,29125.24
373,337,image_0898.jpg,29144.63
374,807,image_0058.jpg,29310.04
375,1208,image_0884.jpg,29454.29
376,272,image_1162.jpg,29833.07
377,1137,image_1004.jpg,30384.17
378,456,image_0468.jpg,30589.24
379,425,image_0411.jpg,30610.86
380,1122,image_0136.jpg,30743.49
381,992,image_0180.jpg,30889.97
382,538,image_1108.jpg,31164.78
383,758,image_0564.jpg,31242.8
384,401,image_1215.jpg,31554.1
385,593,image_0416.jpg,31809.67
386,946,image_0443.jpg,31884.2
387,967,image_0424.jpg,31885.16
388,83,image_0917.jpg,31975.64
389,162,image_1139.jpg,32072.13
390,1059,image_0637.jpg,32100.99
391,1038,image_0760.jpg,32149.21
392,15,image_0719.jpg,32253.5
393,464,image_0814.jpg,32332.16
394,545,image_0722.jpg,32360.48
395,984,image_0451.jpg,32504.29
396,770,image_0332.jpg,32515.24
397,686,image_1243.jpg,32777.67
398,517,image_1122.jpg,32788.97
399,541,image_0235.jpg,32807.41
400,259,image_0552.jpg,32948.87
401,1145,image_0318.jpg,33235.36
402,612,image_0869.jpg,33269.71
403,730,image_0763.jpg,33550.36
404,978,image_1148.jpg,34130.35
405,52,image_0919.jpg,34216.38
406,265,image_0485.jpg,34582.46
407,952,image_0116.jpg,34634.56
408,889,image_0323.jpg,34760.2
409,1192,image_1265.jpg,35053.13
410,247,image_0389.jpg,35294.24
411,873,image_1268.jpg,35410.93
412,871,image_0945.jpg,35607.98
413,669,image_0580.jpg,35743.01
414,1013,image_0561.jpg,35914.32
415,986,image_0992.jpg,35920.67
416,621,image_1011.jpg,35920.73
417,912,image_0387.jpg,35953.89
418,298,image_0842.jpg,35972.73
419,1201,image_0051.jpg,35983.34
420,1271,image_0028.jpg,35992.1
421,996,image_1034.jpg,36144.78
422,940,image_0549.jpg,36368.24
423,1292,image_0002.jpg,36862.77
424,1281,image_1356.jpg,36929.51
425,825,image_0042.jpg,36959.82
426,371,image_0705.jpg,37003.69
427,149,image_0726.jpg,37158.96
428,38,image_0737.jpg,37215.03
429,184,image_1097.jpg,37722.79
430,1301,image_0234.jpg,38116.16
431,148,image_0277.jpg,38388.67
432,354,image_0568.jpg,38710.92
433,1071,image_0133.jpg,38749.7
434,302,image_0045.jpg,38750.14
435,650,image_1012.jpg,38857.66
436,446,image_0966.jpg,38859.89
437,1202,image_0982.jpg,39072.26
438,720,image_1017.jpg,39079.25
439,1336,image_1213.jpg,39429.67
440,739,image_0946.jpg,39445.35
441,943,image_0065.jpg,39607.26
442,698,image_1018.jpg,39638.86
443,1087,image_0993.jpg,39869.85
444,1055,image_0815.jpg,39905.8
445,290,image_0236.jpg,39989.9
446,782,image_0995.jpg,40172.6
447,480,image_1020.jpg,40396.51
448,643,image_0034.jpg,40727.23
449,129,image_1103.jpg,40780.15
450,1054,image_0184.jpg,41063.69
451,1272,image_0590.jpg,41268.17
452,1191,image_0989.jpg,41375.42
453,1317,image_0198.jpg,41532.57
454,576,image_0952.jpg,41731.89
455,527,image_0047.jpg,41894.86
456,705,image_1179.jpg,41926.08
457,962,image_0776.jpg,42093.64
458,1279,image_1173.jpg,42373.82
459,1110,image_1154.jpg,42393.73
460,966,image_0959.jpg,42611.9
461,613,image_0412.jpg,43172.57
462,440,image_0420.jpg,43853.76
463,473,image_0299.jpg,44127.45
464,651,image_0812.jpg,44177.48
465,122,image_0271.jpg,44212.03
466,629,image_0391.jpg,44297.88
467,469,image_0092.jpg,44803.9
468,1085,image_0072.jpg,45092.99
469,947,image_0887.jpg,45756.82
470,1307,image_0764.jpg,45827.2
471,313,image_0432.jpg,45967.25
472,377,image_0048.jpg,46075.35
473,728,image_0014.jpg,46112.93
474,893,image_0103.jpg,46141.82
475,193,image_0386.jpg,46235.64
476,505,image_0697.jpg,46317.69
477,1117,image_0063.jpg,46347.59
478,301,image_0031.jpg,46356.57
479,971,image_0088.jpg,46561.66
480,666,image_0388.jpg,46596.93
481,85,image_0338.jpg,46866.92
482,638,image_0167.jpg,46968.22
483,40,image_0499.jpg,47028.24
484,1342,image_0813.jpg,47469.41
485,1275,image_0202.jpg,47599.6
486,1135,image_0080.jpg,48513.33
487,1277,image_0273.jpg,48864.69
488,882,image_0906.jpg,48980.55
489,422,image_0465.jpg,49263.8
490,776,image_0933.jpg,49345.26
491,41,image_0767.jpg,49630.3
492,274,image_1230.jpg,49737.06
493,414,image_0050.jpg,49751.42
494,13,image_0795.jpg,49808.71
495,731,image_0107.jpg,49897.42
496,897,image_0191.jpg,50139.36
497,653,image_1263.jpg,50162.66
498,983,image_1301.jpg,50377.75
499,1326,image_0449.jpg,50444.03
500,701,image_0357.jpg,50504.39
501,147,image_0276.jpg,50999.76
502,335,image_0109.jpg,51203.03
503,1310,image_0339.jpg,51499.66
504,336,image_0094.jpg,51516.68
505,652,image_1181.jpg,51924.39
506,132,image_0073.jpg,52034.02
507,253,image_1300.jpg,52240.56
508,783,image_0604.jpg,52373.58
509,553,image_0926.jpg,52643.09
510,692,image_0392.jpg,52999.01
511,1018,image_1132.jpg,53465.52
512,355,image_0337.jpg,53744.96
513,267,image_0174.jpg,53800.32
514,418,image_0570.jpg,54092.74
515,26,image_0768.jpg,54145.31
516,1052,image_0342.jpg,54296.57
517,945,image_0069.jpg,54400.6
518,1234,image_0611.jpg,54506.9
519,116,image_0601.jpg,54586.24
520,1266,image_1067.jpg,54775.86
521,427,image_0721.jpg,54780.57
522,693,image_0319.jpg,54809.42
523,564,image_0496.jpg,55076.33
524,1264,image_0359.jpg,56075.08
525,512,image_0897.jpg,56195.16
526,378,image_0091.jpg,56251.54
527,890,image_1260.jpg,57121.21
528,1173,image_0969.jpg,58518.04
529,1144,image_0696.jpg,58595.72
530,476,image_0608.jpg,58676.43
531,1151,image_1342.jpg,59418.77
532,317,image_0384.jpg,60417.76
533,508,image_0603.jpg,60770.04
534,258,image_0376.jpg,60770.73
535,736,image_0266.jpg,61139.03
536,598,image_1285.jpg,61490.55
537,1231,image_0135.jpg,62404.6
538,1014,image_0300.jpg,62731.6
539,1300,image_0507.jpg,62943.49
540,1101,image_0936.jpg,63385.23
541,1316,image_0534.jpg,63787.05
542,616,image_0617.jpg,64120.91
543,974,image_1195.jpg,64250.59
544,1193,image_0325.jpg,64572.37
545,1113,image_0083.jpg,64900.14
546,520,image_0699.jpg,65055.19
547,1172,image_1346.jpg,65432.74
548,1016,image_0718.jpg,65545.41
549,1153,image_0824.jpg,65950.44
550,1227,image_0924.jpg,65969.15
551,1327,image_1040.jpg,66180.41
552,1178,image_1253.jpg,66377.98
553,1031,image_1080.jpg,66429.69
554,1222,image_0216.jpg,66682.83
555,62,image_0529.jpg,67402.23
556,1091,image_0741.jpg,67707.13
557,460,image_0149.jpg,67852.82
558,745,image_0362.jpg,68167.36
559,159,image_0940.jpg,68220.62
560,1005,image_0494.jpg,68300.7
561,849,image_0977.jpg,68460.94
562,172,image_0986.jpg,68461.84
563,387,image_0809.jpg,68481.73
564,47,image_1007.jpg,68662.5
565,1293,image_0493.jpg,69349.99
566,948,image_0571.jpg,69413.05
567,1318,image_0120.jpg,69514.91
568,291,image_1223.jpg,69603.32
569,412,image_0396.jpg,69793.25
570,718,image_1277.jpg,70147.86
571,1177,image_1349.jpg,70726.06
572,1215,image_0303.jpg,71882.79
573,1103,image_0228.jpg,71887.23
574,351,image_0513.jpg,72860.66
575,167,image_1218.jpg,72876.97
576,312,image_0233.jpg,73004.73
577,1064,image_0911.jpg,73060.91
578,1149,image_1128.jpg,73636.51
579,79,image_1255.jpg,73880.33
580,822,image_0816.jpg,74336.33
581,443,image_1105.jpg,74441.01
582,886,image_0078.jpg,74471.09
583,565,image_1216.jpg,74690.65
584,289,image_0913.jpg,75122.44
585,878,image_1307.jpg,75591.31
586,973,image_0308.jpg,75657.98
587,1120,image_1348.jpg,75899.7
588,1298,image_0130.jpg,76188.73
589,386,image_0627.jpg,77186.31
590,1037,image_0754.jpg,77236.88
591,266,image_0870.jpg,77514.66
592,188,image_0950.jpg,77879.78
593,674,image_0881.jpg,78039.08
594,43,image_0682.jpg,78420.68
595,1261,image_0025.jpg,78526.05
596,529,image_0074.jpg,78540.66
597,991,image_0249.jpg,78917.32
598,1258,image_0005.jpg,79039.83
599,1348,image_0148.jpg,80027.82
600,46,image_0791.jpg,80061.01
601,568,image_0352.jpg,80624.84
602,557,image_1270.jpg,81370.22
603,1051,image_0482.jpg,81592.31
604,828,image_0200.jpg,81740.71
605,295,image_0483.jpg,82726.2
606,90,image_1262.jpg,82839.96
607,1032,image_0305.jpg,83411.27
608,603,image_1041.jpg,84583.36
609,960,image_0553.jpg,84596.74
610,1074,image_0041.jpg,84626.22
611,944,image_1331.jpg,85734.64
612,200,image_0847.jpg,85782.96
613,509,image_0821.jpg,85911.2
614,1247,image_0713.jpg,86233.22
615,1060,image_0278.jpg,86749.66
616,190,image_0537.jpg,86834.97
617,492,image_1087.jpg,86947.47
618,144,image_1019.jpg,87305.25
619,932,image_0907.jpg,87533.18
620,1146,image_0738.jpg,87817.94
621,410,image_0211.jpg,88660.88
622,99,image_1314.jpg,89158.83
623,880,image_0923.jpg,89445.22
624,212,image_1250.jpg,89855.32
625,843,image_0916.jpg,90142.65
626,37,image_0344.jpg,90344.81
627,821,image_0689.jpg,90483.48
628,94,image_1271.jpg,90486.92
629,679,image_0335.jpg,90701.98
630,911,image_0265.jpg,90830.44
631,23,image_1219.jpg,91106.68
632,449,image_0710.jpg,91315.1
633,892,image_1110.jpg,91323.92
634,522,image_0012.jpg,91587.73
635,286,image_1060.jpg,91623.04
636,1220,image_0353.jpg,91722.74
637,174,image_1339.jpg,92203.25
638,1240,image_1117.jpg,92608.77
639,1225,image_0258.jpg,92804.37
640,587,image_0909.jpg,92831.32
641,684,image_1347.jpg,92841.06
642,468,image_0081.jpg,92883.64
643,622,image_1082.jpg,93383.43
644,104,image_0528.jpg,93814.61
645,177,image_0770.jpg,94448.41
646,1207,image_0511.jpg,94549.09
647,403,image_0551.jpg,94891.78
648,1102,image_0139.jpg,95384.98
649,818,image_0298.jpg,96169.98
650,419,image_0251.jpg,96358.44
651,852,image_0742.jpg,96529.66
652,1308,image_1344.jpg,96651.14
653,110,image_0625.jpg,96702.0
654,626,image_0683.jpg,96769.0
655,53,image_0935.jpg,96772.31
656,1001,image_0348.jpg,97221.08
657,1171,image_1299.jpg,97521.2
658,482,image_0341.jpg,97826.67
659,789,image_0676.jpg,98350.46
660,1252,image_0487.jpg,98801.87
661,347,image_0558.jpg,98911.06
662,1112,image_0640.jpg,99413.4
663,382,image_1045.jpg,99458.2
664,633,image_0354.jpg,100678.16
665,271,image_0794.jpg,100766.58
666,504,image_0288.jpg,100883.59
667,567,image_0599.jpg,101100.3
668,201,image_0746.jpg,101565.14
669,815,image_0343.jpg,101571.42
670,390,image_1202.jpg,103846.19
671,117,image_0899.jpg,104047.74
672,608,image_1146.jpg,104084.12
673,1174,image_1165.jpg,104097.09
674,398,image_0908.jpg,104102.65
675,1023,image_0886.jpg,104339.27
676,980,image_0932.jpg,104520.51
677,548,image_0263.jpg,104664.45
678,1330,image_0159.jpg,105184.17
679,747,image_0268.jpg,105265.23
680,5,image_0024.jpg,105458.43
681,712,image_1275.jpg,105553.1
682,963,image_0885.jpg,105918.88
683,1,image_1172.jpg,106028.85
684,769,image_0543.jpg,107302.89
685,989,image_1055.jpg,107911.81
686,1273,image_1229.jpg,109105.92
687,1303,image_1069.jpg,110496.39
688,1082,image_0267.jpg,110995.01
689,284,image_0093.jpg,111536.04
690,536,image_0010.jpg,112954.92
691,206,image_0350.jpg,113748.47
692,350,image_1057.jpg,113748.78
693,1118,image_1196.jpg,113916.5
694,1218,image_0980.jpg,114708.85
695,481,image_0491.jpg,116266.46
696,1254,image_0131.jpg,116485.95
697,231,image_1167.jpg,116516.57
698,1142,image_0766.jpg,116654.32
699,938,image_0368.jpg,117460.97
700,364,image_0400.jpg,117470.39
701,523,image_0231.jpg,118367.41
702,930,image_0503.jpg,118622.79
